Start_State,On,End_State

START,open_start_tag,TAG_NAME_START
START,string,CONTENT
START,open_close_tag,OPEN_CLOSE_TAG

TAG_NAME_START,string,TAG_NAME
TAG_NAME,close_tag,CLOSE_START_TAG

TAG_NAME,string,TAG_NAME
TAG_NAME,equal,TAG_NAME
TAG_NAME,close_tag,CLOSE_START_TAG

CONTENT,string,CONTENT

OPEN_CLOSE_TAG,string,OPEN_CLOSE_TAG_NAME
OPEN_CLOSE_TAG_NAME,close_tag,CLOSE_END_TAG
